JobId,BenefitId,BenefitValue
1911293,15,"Private Health care insurance, Lunch/Transportation Allowance, Gift for Special Occasional, etc."
1911268,1,Lương tháng 13.
1911268,2,Được hưởng đầy đủ các chế độ Phúc lợi và BHXH theo quy định.
1911268,11,"Trợ cấp đi lại
TRợ cấp nha ờ
Chuyên Cần
Trợ cấp khác
Thưởng tháng 13"
1911268,15,Phụ cấp chế độ phụ nữ/ nuôi con nhỏ.
1911291,1,year-end
1911291,15,others
1911285,1,"Competitive salary package, 13th Month Salary"
1911285,2,Private Health Insurance (after the completion of probation)
1911285,4,Career growth plan with coaching and mentoring opportunities
1911286,1,"Thưởng, Tăng lương 1 năm/1 lần, Phụ cấp chuyên cần,..."
1911286,2,"Chế độ BHYT, BHXH, BHTN theo quy định Pháp luật."
1911286,3,"Hơn 120 ngày nghỉ/năm. Nghỉ lễ, nghỉ phép năm, nghỉ Tết, nghỉ thứ 7, chủ nhật, nghỉ hè (Lễ Obon).
Thanh toán ngày phép còn dư."
1911286,11,Phụ cấp đi lại.
1911286,15,"Phụ cấp chứng chỉ tiếng Nhật (Chứng chỉ từ năm 2019).
Khám sức khỏe định kỳ mỗi năm 1 lần.
Được tham gia công đoàn."
1911284,1,Mức lương từ: 10-15
1911280,1,"Lương tháng 13, xét duyệt tăng lương định kỳ hàng năm
Thưởng quý, thưởng sinh nhật, hiếu hỉ"
1911280,2,Khám sức khỏe định kỳ hàng năm. Hưởng đầy đủ các chính sách phúc lợi của BHXH theo quy định của Pháp Luật
1911280,4,"- Được đào tạo, cung cấp đầy đủ trang thiết bị làm việc. Việc làm ổn định, cơ hội thăng tiến cao"
1911280,9,Du lịch công ty hàng năm
1911280,10,"Môi trường làm việc năng động, cơ hội thăng tiến cao"
1911278,1,"Thưởng lễ tết: Quốc Khánh, Quốc tế Lao động, Tết âm lịch, Tết dương lịch, quà trung thu quà sinh nhật.
Thưởng tháng lương thứ 13 và thưởng lợi nhuận năm (tùy thuộc kết quả kinh doanh của Công ty).
Cơ chế thưởng hoa hồng vô cùng hấp dẫn"
1911278,2,"Khám sức khỏe định kỳ cho CBNV.
Tham gia BHXH, BHYT, BHTN đầy đủ theo quy định của pháp luật.
Cơ hội được công ty đóng 100% bảo hiểm sức khỏe cao cấp"
1911278,4,"Cơ hội được tham gia các khóa đào tạo nâng cao kỹ năng và kiến thức trong ngành, chia sẻ trong và ngoài công ty"
1911278,10,"Tham gia các hoạt động teambuilding, company trip, ngoại khóa khác vô cùng thú vị."
1911278,12,Hỗ trợ ăn trưa tại văn phòng Công ty.
1911278,15,"Thu nhập: không giới hạn theo năng lực
Thời gian làm việc: thứ 2 – thứ 6 (nghỉ T7&CN)
Làm việc trong môi trường năng động, trẻ trung, sáng tạo"
1911277,1,"Xét tăng lương định kỳ hàng năm, lương tháng thứ 13, quà sinh nhật, quà tết, 20-10,.."
1911277,2,"BHXH, BHYT, BHTN theo quy định; Xe đưa đón; Tháng nghỉ 2 thứ bảy"
1911277,15,Hỗ trợ ăn trưa tại công ty
1907974,1,"Được hưởng đầy đủ chế độ lương, du lịch và thưởng lương tháng 13 tùy thuộc vào kết quả kinh doanh Công ty"
1907974,2,Chế độ Bảo hiểm như quy định
1907974,3,"Được nghỉ phép theo chế độ công ty, nghỉ lễ theo quy định của Nhà Nước"
1907974,8,Hỗ trợ điện thoại công ty
1908156,1,"Lương tháng 13
Thưởng hiệu quả kinh doanh"
1908156,2,Tham gia bảo hiểm sức khỏe và tai nạn 24/24
1908156,9,Đi du lịch hàng năm
1911207,1,Hỗ trợ đào tạo nếu chưa có kinh nghiệm với các hệ thống phần mềm quản lý
1911207,2,"Mức lương hấp dẫn, chế độ phúc lợi đầy đủ."
1911207,15,"Môi trường làm việc năng động, có cơ hội thăng tiến."
1911260,1,"Thưởng bonus: 20-45% lũy tiến (Càng nhiều khách thì mức thưởng càng cao) Có chính sách thưởng theo quý, theo năm nếu vượt target"
1911260,2,Đảm bảo chế độ bảo hiểm đầy đủ theo quy định của pháp luật Việt Nam
1911260,3,12 ngày phép năm
1911260,4,Bạn sẽ được đào tạo thêm nghiệp vụ và kỹ năng sale
1911260,15,Môi trường làm việc chuyên nghiệp và thân thiện
1911273,1,"13th monthly salary, Performance Bonus"
1911273,2,Healthcare Plan and Insurance package
1911273,15,Professional FDI working environment
1911272,1,13th month salary & Bonus
1911272,2,Health Insurance for staff & dependents
1911272,4,"Training, team building and many other fruitful staff activities"
1909504,1,"Thưởng tháng 13, cuối năm theo tình hình kinh doanh của công ty"
1909504,2,"Cam kết BHXH, BHYT, BHTN đầy đủ theo quy định của pháp luật"
1909504,15,"Lương cạnh tranh , phúc lợi hấp dẫn
Chế độ xét tăng lương hàng năm, thâm niên
Môi trường làm việc quốc tế
Mua hàng công ty với giá ưu đãi
Hỗ trợ thiết bị, cơ sở vật chất trong công việc"
1911218,9,Du lịch hàng năm
1911256,1,"Thu nhập hấp dẫn: 20 – 30 triệu/tháng + thưởng theo hiệu quả công việc và đơn hàng.
Thưởng các dịp lễ lớn: 30/4, 2/9, Tết Dương lịch, Tết Âm lịch… theo kết quả kinh doanh và đóng góp cá nhân."
1911256,15,"Thưởng lễ 30-4;1-5;2-9;1-1, tết âm lịch"
1911243,1,24/24 accident insurance
1911243,2,Annual health check
1911243,15,Competitive salary
1911249,1,Lương tháng 13
1911249,2,"Được tham gia BHXH, BHYT, BHTN"
1911249,3,Nghỉ phép 12 ngày/ năm
1911249,4,Được training công tác quản lý/ chuyên môn
1911249,9,Du lịch Công ty 1 lần/ năm
1911249,14,Lương cứng theo cấp bậc + thưởng hiệu quả công việc
1911249,15,Được hưởng các chính sách phúc lợi khác của Công ty
1911255,1,13 payment + Performance bonus
1911255,2,PTI
1911255,4,More enhance training courses
1911248,1,13-month salary & performance bonus
1911248,2,Premium Healthcare
1911248,4,Training & Development
1911241,1,Lương tháng 13
1911241,2,"Được tham gia BHXH, BHYT, BHTN"
1911241,3,Nghỉ phép 12 ngày/ năm
1911241,4,Được training công tác quản lý/ chuyên môn
1911241,7,Được cung cấp máy tính làm việc
1911241,9,Du lịch Công ty 1 lần/ năm
1911241,14,Lương cứng theo cấp bậc + thưởng hiệu quả công việc
1911241,15,Được hưởng các chính sách phúc lợi khác của Công ty
1911251,1,"Thưởng Quý, Thưởng KPI hấp dẫn, Thưởng vào các dịp lễ, tết, lương tháng 13"
1911251,2,"Khám sức khỏe định kì 01 lần/ năm
Được mua gói bảo hiểm tai nạn 24/24"
1911251,4,"Các khóa học về bán hàng, quản lý.
Có cơ hội thăng tiến trong công việc"
1911247,1,Competitive performance bonus
1911247,2,Healthcare insurrance
1911247,4,Development plan
1911210,1,"Competitive salary with performance-based incentives
13th-month salary"
1911210,2,"Social, health, and unemployment insurance"
1911210,3,12 days of annual leave
1911210,4,Annual performance review
1911210,7,Company laptop provided
1911210,10,Team-building events and year-end party
1911210,11,Parking support
1911239,9,Du lịch 1 năm 1 lần
1911221,1,Salary review
1911221,2,Private Insurance (Once pass the probation)
1911221,7,Laptop
1911232,2,Khám sức khỏe định kỳ
1911232,7,Công ty cung cấp
1911232,9,Hàng năm 
1911232,11,đi làm hàng ngày và đi gặp khách hàng
1911232,12,"Pantry miễn phí, bữa trưa tại VP"
1911130,1,"Thưởng thành tích, tháng lương thứ 13, 14++. Thưởng theo hiệu quả của dự án. Thưởng các ngày Lễ Tết"
1911130,5,"Môi trường làm việc chuyên nghiệp, sáng tạo, nhân văn. Được đào tạo, phát triển bài bản."
1911130,9,"Chế độ phúc lợi và hoạt động tập thể phong phú, đa dạng và sáng tạo."
1911228,1,"Mức lương: cạnh tranh, sẽ trao đổi trực tiếp trong buổi phỏng vấn"
1911228,9,Tham gia BH theo quy định của Luật lao động; ngoài ra công ty còn mua thêm Bảo hiểm Bảo Việt
1911228,11,"Môi trường làm việc thân thiện, nghiêm túc, nhiều cơ hội học hỏi và phát huy năng lực"
1911070,15,"Competitive benefits package exceeding market average, open for discussion."
1911220,1,13th monthly salary
1911188,1,"Lương tháng 13, quà sinh nhật,..."
1911188,2,"Tham gia các loại bảo hiểm (bảo hiểm xã hội, bảo hiểm y tế, bảo hiểm thất nghiệp, BHTNLD)"
1911188,3,12 ngày nghỉ phép có lương/năm
1911217,1,"13th monthly salary, Performance Bonus"
1911217,2,Healthcare Plan
1911217,15,Competitive package
1911214,1,13th month bonus
1911214,3,"20 days annual leave plus 5 days paid leave Xmas closure, plus public holidays and paid sick leave"
1911214,15,Free shuttle bus & Free use of onsite gym
1911213,1,Performance bonus.
1911213,7,Laptop provided.
1911213,15,Company Trip
1907964,1,"Other welfares under internal policy
13th month salary
Review salary every year"
1907964,2,Full package of statutory insurance & Annual health check
1907964,3,12 days of annual leave
1908014,1,Được xét tăng lương sau 6 tháng làm việc tuỳ theo thành tích đạt được trong thoả thuận ban đầu
1908014,2,"Hưởng đầy đủ các chính sách theo Luật Lao Động, Bảo hiểm tai nạn 24/24"
1908014,15,"Lương tháng 13, thưởng tháng, thưởng năm và thưởng vào các dịp lễ"
1907963,1,"Other welfares under internal policy
13th month salary
Review salary every year"
1907963,2,"Accident Insurance
Annual Health Check"
1907963,3,12 days of annual leave.
1908044,1,"Lương, thưởng: 12 - 15 triệu/tháng. Hưởng tháng lương thứ 13, thưởng quý, thưởng cuối năm."
1908044,2,"Tham gia đầy đủ chế độ BHXH, BHYT, BHTN, bảo hiểm sức khỏe PVI. Khám sức khỏe định kỳ."
1908044,3,Môi trường làm việc năng động và chuyên nghiệp
1908044,4,Thường xuyên tổ chức đào tạo các khóa nghiệp vụ.
1908047,1,"Lương, thưởng: 8-10 triệu/tháng. Hưởng tháng lương thứ 13, thưởng quý, thưởng cuối năm."
1908047,2,"Tham gia đầy đủ chế độ BHXH, BHYT, BHTN, bảo hiểm sức khỏe PVI. Khám sức khỏe định kỳ."
1908047,3,Môi trường làm việc năng động và chuyên nghiệp
1908047,4,Thường xuyên tổ chức đào tạo các khóa nghiệp vụ.
1908094,1,"Thưởng ngày 30/04, 02/09, Tết Quốc tế, Tết Nguyên đán"
1908094,2,"Bảo hiểm xã hội mức đóng cao.
Khám sức khỏe định kỳ hàng năm "
1908094,4,Opportunity to be trained and work onsite at our headquarters in South Korea.
1908094,15,"-Chỉ làm việc 7.5h/ngày, không yêu cầu OT, được chọn giờ làm việc linh hoạt từ 7am -7pm
-Opportunity to develop and advance to Account Manager / Sales Manager"
1911182,3,15 paid leave
1911182,7,Company
1911182,10,"Team building, company activities"
1911195,1,"Mức Lương 18,000,000VND – 35,000,000VND (tùy theo năng lực ứng viên)
Thưởng các ngày lễ lớn như Tết Dương lịch, Tết âm lịch…"
1911195,2,"Được hưởng đầy đủ các chế độ dành cho người lao động theo như quy định pháp luật hiện hành (BHXH, BHYT, BHTN…)."
1911195,15,"Môi trường làm việc chuyên nghiệp, thân thiện, năng động, độc lập
Được đào tạo thêm để nâng cao nghiệp vụ chuyên môn cũng như cơ hội thăng tiến
Tham gia các hoạt động công đoàn, sinh nhật, du lịch hàng năm với công ty"
1911191,1,Thu nhập hấp dẫn: Trên 300 triệu/năm
1911191,4,Được tham gia các khóa đào tạo nâng cao trình độ.
1911191,5,Có nhiều cơ hội thăng tiến và phát triển bản thân
1911126,1,Thưởng và các chế độ phúc lợi khác theo quy định của Công ty
1911126,2,"Các chế độ: BHXH, BHYT, BHTN theo luật định"
1911126,3,12 ngày nghỉ phép 1 năm
1911126,4,"Được đào tạo, nâng cao về chuyên môn, kỹ năng nghiệp vụ và các kỹ năng mềm khác"
1911126,12,Hỗ trợ ăn trưa
1911126,15,Nghỉ mát hàng năm cùng Tập đoàn
1911186,2,Có chế độ Bảo hiểm Bảo Việt
1911186,3,14 ngày phép/ năm
1911186,11,Có tuyến xe đưa rước
1911183,1,Mức lương hấp dẫn dựa trên năng lực và kinh nghiệm (Trao đổi trực tiếp trong buổi phỏng vấn)
1911183,10,"Được làm việc trong môi trường năng động, hiện đại"
1907901,1,"Lương thưởng cuối năm, lễ tết và các dịp kỷ niệm đặc biệt của công ty"
1907901,4,"Chương trình đào tạo nâng cao kỹ năng, chuyên môn, nghiệp vụ và phát triển con người"
1907901,9,"Tham gia các sự kiện hàng năm của công ty, các hoạt động team-building"
1907902,1,Annual Bonuses and Salary Incremental
1907902,2,Additional Health Care Plan for Employees
1907902,11,Having shuttle bus pick up staff from Hanoi - Vinh Phuc - Hanoi
1907910,1,Holidays/ Tet/ Year end bonus (13rd month)/ Performance bonus
1907910,2,Provided special corporate health insurance (Fico-YTL care)
1907910,7,Provided employees withs laptop/desktop
1907845,1,"Thu nhập không giới hạn: Lương cứng + thưởng KPI, thưởng dự án, lương tháng 13, thưởng Tết,…"
1907845,2,"Khám sức khỏe định kỳ hàng năm.
Hưởng đầy đủ các chế độ bảo hiểm theo quy định của nhà nước khi là nhân viên chính thức."
1907845,3,Thử việc 2 tháng hưởng 100% lương chính thức.
1907845,5,Du lịch nước ngoài cho nhân viên xuất sắc
1907845,9,"Du lịch hàng năm, dã ngoại hàng quý 4 lần/năm, được hỗ trợ du lịch cùng người thân."
1907845,10,Tham gia các hoạt động vui chơi thể thao hàng ngày tại công ty.
1907845,11,Trợ cấp tiền ăn trưa khi là nhân viên thử việc.
1907845,15,"Khu vực pantry rộng rãi để giải trí, ăn uống giữa giờ, ăn trưa và tổ chức các hoạt động nội bộ."
1907876,1,Lương tháng thứ 13
1907876,2,Được hưởng chế độ đãi ngộ theo quy định của Công ty
1907876,5,Có nhiều cơ hội thăng tiến trong công việc
1907824,1,"Hưởng mức lương, thưởng hấp dẫn xứng đáng với năng lực"
1907824,2,"Được đóng BHXH, BHYT, BHTN và các chế độ khác theo Bộ luật Lao động"
1907824,10,"Làm việc và phát triển bền vững trong một tổ chức chuyên nghiệp, tiên phong trong lĩnh vực Tư vấn"
1907857,1,"Thưởng vào các ngày Lễ, Tết (08/03, 20/10, 01/05, 02/09, Tết Dương lịch, Tết Âm lịch)."
1907857,2,"Được tham gia BHXH, BH thân thể 24/24. Ăn 2 bữa miễn phí tại Công ty."
1907857,9,"Du lịch, nghỉ dưỡng trong nước, nước ngoài, ăn trưa miễn phí, khám sức khỏe định kỳ, 12 ngày phép/năm."
1907857,11,Xe đưa đón từ nội thành Hà Nội (Royal City - 72 Nguyễn Trãi)
1907857,15,"Thu nhập: 13-16 tr/tháng + 2 tr KPI
Được tăng lương ít nhất 1 lần/ năm
Có cơ hội thăng tiến làm tổ trưởng, nhóm trưởng, phó phòng, trưởng phòng KCS.
Chế độ phúc lợi cho lao động: Du lịch, nghỉ mát, phép, ốm đau, tai nạn, hiếu, hỷ…
Làm việc theo ca, 2"
1907840,1,"Thưởng tháng 13, thưởng Lễ theo quy định công ty"
1907840,2,Bảo hiểm 24/7
1907840,9,Nghỉ mát hằng năm
1907842,1,Lương tháng 13
1907842,11,Có xe đưa đón từ Hà Nội
1907842,13,"Thưởng lễ, tết"
1907842,15,Tăng lương hàng năm
1907851,2,"BHXH, BHYT, BHTN cho 100 % nhân viên chính thức toàn thời gian."
1907851,3,"Nghỉ lễ, phép, thai sản, ốm đau, hiếu hỉ: theo quy định chung của Bộ luật Lao động."
1907851,4,"Có cơ hội để phát triển năng lực bản thân, nâng cao khả năng tiếng Anh"
1907851,15,"Mức lương cạnh tranh và vô cùng hấp dẫn.
Được làm việc trong môi trường năng động, sáng tạo; đồng nghiệp thân thiện, dễ mến.
Có cơ hội để phát triển năng lực bản thân, nâng cao khả năng tiếng Anh.
Thời gian làm việc: từ thứ 2 đến hết thứ 6.
Chính sác"
1907603,1,Thưởng tháng 13 & thưởng theo kết quả kinh doanh
1907603,2,Bảo hiểm cho bản thân và gia đình
1907603,3,15 ngày phép trở lên & nghỉ sinh nhật
1907603,7,Company provides laptop
1907611,1,Thưởng cuối năm theo hệ số doanh thu của công ty
1907611,2,"Bảo hiểm sức khỏe, bảo hiểm xã hội tự nguyện"
1907611,3,"Chế độ nghỉ 12 ngày/ năm & các ngày lễ, Tết theo lịch của Việt Nam"
1907551,1,"Hưởng lương tháng thứ 13, xét tăng lương theo định kỳ hàng năm, lương thưởng theo năng lực làm việc."
1907551,2,"Được hưởng đầy đủ các chế độ BHXH, BHYT &amp; BHTN khi ký hợp đồng chính thức với công ty.
Khám sức khoẻ miễn phí, định kỳ 1 năm 1 lần."
1907551,10,"Môi trường làm việc thân thiện, cơ hội thăng tiến tốt, làm việc lâu dài."
1907551,12,Hỗ trợ tiền ăn trưa.
1907551,15,"Các quyền lợi và thưởng khác theo quy chế công ty (như quà tặng sinh nhật, hiếu hỉ, thưởng các ngày Lễ, 30/4, lễ 2/9…)."
1907821,1,Lương upto 30 triệu
1907821,2,"Chính sách thưởng Dự án, thưởng hiệu quả kinh doanh hấp dẫn"
1907821,3,Nghỉ phép theo quy định của nhà nước
1907864,2,"Tham gia BHXH, BHYT, BHTN khi trở thành nhân viên chính thức"
1907864,3,Thu nhập thỏa đáng: Lương + Thưởng theo Kết quả Kinh doanh hàng năm của nhân viên
1907864,9,"Nghỉ mát, du lịch hàng năm theo chế độ của công ty"
1907898,7,Laptop for working
1907944,4,"Opportunities for professional growth and development.
Collaborative training programs with industry partners."
1907944,10,A dynamic and supportive team environment.
1907944,15,"Flexible working hours with the possibility of remote work.
Competitive salary package."
1907943,1,Competitive salary with performance-based incentives.
1907943,4,Opportunity for professional growth and development.
1907943,10,Collaborative and supportive work environment.
1907943,15,"Focus on work-life balance and team-building activities.
Global workplace environment, consistently communicate in English."
1907776,1,Thưởng
1907776,2,Chăm sóc sức khỏe
1907776,4,Đào tạo
1907776,10,Du Lịch
1907776,15,Tăng lương
1907777,1,Thưởng
1907777,2,Chăm sóc sức khỏe
1907777,4,Đào tạo
1907777,9,Du Lịch
1907777,15,Tăng lương
1907780,1,Commission Bonus based on performance.
1907780,4,Receive dedicated guidance and training if necessary
1907780,10,The working environment is sociable and comfortable
1907780,11,Transport and Annual Medical Allowances (Based on company policy).
1907782,1,Thưởng
1907782,2,Chăm sóc sức khỏe
1907782,4,Đào tạo
1907782,10,Hoạt động nhóm
1907782,15,Tăng lương
1907786,1,Thưởng
1907786,2,Chăm sóc sức khỏe
1907786,4,Đào tạo
1907786,9,Du Lịch
1907786,15,Tăng lương
1907767,1,Thưởng
1907767,2,"Bảo hiểm
Chăm sóc sức khỏe"
1907767,3,Chế độ nghỉ phép
1907767,4,Đào tạo
1907767,7,Máy tính xách tay
1907767,15,"Phụ cấp
Đồng phục
Tăng lương
Công tác phí
Phụ cấp thâm niên"
1907773,1,Thưởng
1907773,2,Chăm sóc sức khỏe
1907773,4,Đào tạo
1907773,9,Du Lịch
1907773,15,Tăng lương
1907778,1,Thưởng
1907778,2,Chăm sóc sức khỏe
1907778,4,Đào tạo
1907778,9,Du Lịch
1907778,15,Tăng lương
1907787,2,Annually health check-up
1907787,3,12 Annual leave
1907734,1,Lương tháng 13
1907734,2,"BHXH, BHYT, BHTN"
1907734,3,Tăng lương hằng năm
1907738,1,Mức lương thỏa thuận theo năng lực và kinh nghiệm
1907738,10,"Môi trường làm việc chuyên nghiệp, năng động và thân thiện, nhiều cơ hội phát triển và thăng tiến"
1907760,1,Thưởng
1907760,2,Chăm sóc sức khỏe
1907760,3,Chế độ nghỉ phép
1907760,4,Đào tạo
1907760,9,Du Lịch
1907760,10,Chế độ tập thể dục
1907760,15,"Đồng phục
Tăng lương"
1907802,1,"Được thưởng vào các dịp Lễ/Tết theo quy định Công ty.
Thưởng năm và/hoặc theo dự án dựa trên cơ sở đánh giá hiệu suất công việc.
Xét tăng lương hằng năm theo năng lực và theo quy định Công ty."
1907802,2,"Được đóng BHXH, BHYT, BHTN đầy đủ theo quy định."
1907802,4,"Được làm việc trong môi trường chuyên nghiệp, văn hoá thân thiện; đào tạo nội bộ; có cơ hội thăng tiến trong công việc."
1907769,1,Thưởng
1907769,2,Chăm sóc sức khỏe
1907769,3,Chế độ nghỉ phép
1907769,4,Đào tạo
1907769,9,Du Lịch
1907769,15,"Phụ cấp
Đồng phục
Tăng lương"
1907674,1,Lương thưởng hấp dẫn; Lương tháng 13; Xem xét tăng lương 6 tháng/ lần
1907674,2,Quan tâm và chăm sóc sức khỏe cho nhân viên làm việc tại ICC (tham gia Bảo hiểm)
1907674,3,"Ngoài ra luôn đảm bảo các quyền lợi về bảo hiểm y tế, xã hội, và phúc lợi công ty."
1907678,1,Thưởng cuối năm
1907678,15,"Lương 40 triệu-50 triệu/tháng , thưởng cuối năm"
1907685,1,Lương thưởng hấp dẫn; Lương tháng 13; Xem xét tăng lương 6 tháng/ lần
1907685,2,Quan tâm và chăm sóc sức khỏe cho nhân viên làm việc tại ICC (tham gia Bảo hiểm)
1907685,3,"Ngoài ra luôn đảm bảo các quyền lợi về bảo hiểm y tế, xã hội, và phúc lợi công ty."
1907690,1,"Du lịch hàng năm, thưởng lễ, Tết, lương tháng 13…"
1907690,2,"Tham gia BHXH, BHYT, BHTN ngay khi hết thử việc"
1907690,12,Ăn trưa miễn phí tại bếp công ty
1907690,15,"Chế độ lương, thưởng và các chính sách phúc lợi khác
Đầy đủ cơ sở hạ tầng, trang thiết bị phục vụ công việc
Môi trường làm việc trẻ trung, chuyên nghiệp, cơ hội thăng tiến cao."
1907770,1,Thưởng
1907770,2,Chăm sóc sức khỏe
1907770,4,Đào tạo
1907770,9,Du Lịch
1907770,15,Tăng lương
1907697,1,Hưởng lương hàng tháng và hoa hồng doanh số. Thu nhập trung bình lên đến: 10-17 triệu đồng/tháng. (
1907697,2,"Các chế độ bảo hiểm: BHXH, BHYT, BHTN theo quy định của công ty và theo luật"
1907697,4,"Được hỗ trợ đào tạo về sản phẩm, kỹ năng bán hàng, của Công ty tại Hà Nội và Hồ Chí Minh, của hãng tại Nhà máy trong nước hoặc ở nước ngoài"
1907697,9,"Các chế độ đãi ngộ khác như: tham gia du lịch, dã ngoại thường niên theo chính sách công ty"
1907697,11,Được sử dụng tài sản của công ty để phục vụ công việc như xe hơi...
1907710,1,Thưởng Tết vào cuối năm.
1907710,15,"Được cấp phát đồng phục, giày BHLĐ khi nhận việc."
1907724,1,Thưởng Tết vào cuối năm
1907724,7,"Được cấp phát đồng phục, BHLĐ đầy đủ"
1907764,1,Thưởng
1907764,2,Chăm sóc sức khỏe
1907764,4,Đào tạo
1907764,9,Du Lịch
1907764,15,"Phụ cấp
Đồng phục
Tăng lương
Công tác phí"
1907715,1,"Thưởng dự án, thưởng hiệu suất theo kết quả công việc."
1907715,4,"Được đào tạo nâng cao chuyên môn, cơ hội phát triển lên cấp quản lý."
1907715,15,Chế độ phúc lợi đầy đủ theo quy định của công ty và pháp luật.
1907743,1,"Lương, thưởng cạnh tranh tương xứng với năng lực và kinh nghiệm làm việc."
1907743,4,Được tham gia các chương trình đào tạo của Công ty.
1907743,15,"Làm việc trong môi trường chuyên nghiệp, năng động"
1907748,1,"13th month bonus, private medical insurance (for you and your dependents) and annual health check"
1907748,3,"20 days annual leave plus 5 days paid leave Xmas closure, plus public holidays and paid sick leave"
1907748,15,Free shuttle bus & Free use of onsite gym
1907750,1,"Thưởng tháng lương thứ 13, thưởng Tết, thưởng đổi mới sáng tạo, thành tích đạt được, phong trào thi đua và thưởng khác theo kết quả sản xuất, kinh doanh của Công ty tại từng thời điểm"
1907750,9,Tổ chức các hoạt động văn hóa nội bộ thường niên
1907750,11,"Được bố trí nhà ở, xe đưa đón cho CBNV ở xa hoặc được hỗ trợ chi phí nếu CBNV tự túc nhà ở, phương tiện đi làm;"
1907752,1,Thưởng cuối năm theo tình hình kinh doanh của công ty.
1907752,2,"BHXH, BHYT, BHTN và các chế độ đầy đủ theo quy định của pháp luật."
1907752,4,"Được đào tạo, phát triển và có nhiều cơ hội thăng tiến."
1907752,10,"Tham gia Team building, New-year party và các sự kiện có liên quan do công ty tổ chức."
1907752,15,"Xét tăng lương 6 tháng/lần.
Được hưởng chế độ lương thâm niên, thưởng thêm ngày phép…
Làm việc trong môi trường trẻ trung, năng động và linh hoạt."
1905082,1,"Tháng lương 13, thưởng theo hiệu quả công việc hàng tháng (nhận thưởng theo quý)"
1905082,7,Cung cấp máy tính và trang thiết bị làm việc (đối với khối văn phòng)
1905082,13,Giảm giá khi sử dụng dịch vụ tại Golden Gate khắp toàn quốc
1911116,1,Lương cơ bản cạnh tranh + thưởng theo hiệu suất + % hoa hồng từ các hợp đồng thành công
1911116,2,"Bảo hiểm theo quy định, chế độ nghỉ phép, lễ Tết đầy đủ, và các phúc lợi khác theo chính sách công ty"
1911116,4,"Được đào tạo bài bản về sản phẩm, dịch vụ và kỹ năng"
1911116,10,"Kết nối với các chuyên gia, nghệ sĩ và nhà sáng tạo hàng đầu trong ngành giải trí"
1911116,15,"Làm việc trong môi trường chuyên nghiệp với các chuyên gia hàng đầu trong ngành giải trí và âm nhạc số
Được cung cấp đầy đủ công cụ, tài liệu và hỗ trợ cần thiết để tìm kiếm khách hàng và phát triển kinh doanh
Thân thiện, hòa đồng"
1911177,1,Attractive sales commission scheme with unlimited income potential and promotion opportunities
1911177,2,"Insurance as per regulations
Healthcare support"
1911177,3,"Salary increases and promotion opportunities
Annual leave"
1911177,4,Training programs
1911177,7,Laptop/computer provided
1911177,8,Mobile phone + SIM card
1911177,10,Company trips
1911177,11,Business travel allowances
1911177,15,"Lunch allowance
Competitive salary based on qualifications and experience"
1911172,3,"15 days of full-year annual leave, additional 7 days of Christmas holidays and a flexible time off"
1911172,4,"Creating value in a dynamic, challenging and sportive environment"
1911172,9,Travel opportunities to Zurich (HQ) and different countries
1911169,1,"Thu nhập: Theo thỏa thuận (lương cứng+hoa hồng+thưởng)
Chế độ lương, thưởng xứng đáng theo năng lực."
1911169,2,"Chế độ khen thưởng, phúc lợi, chế độ BHXH, BHYT, BHTN đầy đủ theo quy định Nhà nước.
Đóng BHXH theo quy định pháp luật."
1911169,15,"Lộ trình thăng tiến rõ ràng, môi trường làm việc chuyên nghiệp."
1911119,1,"Được hưởng mức lương hấp dẫn, cạnh tranh, thỏa thuận theo năng lực, trình độ và kinh nghiệm làm việc"
1911119,2,"Được đóng BHXH đầy đủ theo quy định, có chế độ ngày nghỉ lễ, nghỉ phép năm…"
1911119,5,"Có chế độ thưởng vào các ngày lễ, Tết hàng năm."
1911119,10,Được tham gia teambuilding và nghỉ mát thường niên của Công ty trong và ngoài nước (từ 03 - 04 lần/năm)
1911086,1,"- Thưởng: gần 2 tháng lương
- Du lịch: định kỳ toàn công ty
- Quà từ công ty, công đoàn các dịp lễ, tết..."
1911086,2,"- Bảo hiểm y tế và các chế độ đãi ngộ theo quy định của pháp luật.
- Khám sức khỏe định kỳ hàng năm."
1911086,4,Được đào tạo và nâng cao kỹ năng thường xuyên.
1911086,12," Cung cấp 1 bữa ăn ca miễn phí, "
1911086,15,"Có cơ hội thăng tiến và phát triển nghề nghiệp.
Không mất bất kỳ khoản chi phí nào khi vào công ty."
1911077,1,Hàng năm thưởng gần 02 tháng lương
1911077,4,"Có cơ hội được đào tạo, phát triển sự nghiệp trong môi trường chuyên nghiệp của Nhật Bản"
1911077,15,"Được tham gia BHXH, BHYT, BHTN theo luật định + Được cung cấp 1 bữa ăn ca miễn phí tại Công ty"
1911135,1,"Tet, performance bonus"
1911135,2,"Premium Health Insurance
Full insurance package"
1911135,3,"Full salary in probation
15 Annual Leave + 3 Sick Leave"
1911135,7,Laptop provided
1911135,8,Phone allowances
1911135,15,"Salary: Negotiable
Work from home: 1 day/week"
1911022,1,Thưởng KPI
1911022,3,Nghỉ phép năm
1911022,12,"Nhà ăn, ăn trưa tại Công ty"
1911150,1,Attractive Salary + Bonus
1911150,2,"Insurance plan, leave & 13th month allowance + Teambuilding activities"
1911150,7,Company laptop & phone for work purpose + 1:1 training
1911152,1,Thưởng theo năng lực/KPI
